,index,Individual_ID,DropoutPrediction,Probability_NoDrop,Probability_Drop,SR_NO,AGE,SCHOOL_ENTRY_AGE,LEV_CURR_ATTEND,COURSE_CD,DURATION_ACADEMY,WH_PRESENT_CLASS,INSTITUTION_CD,INSTITUTION_NATURE_CD,REASON_PRIVATE,MEDIUM_CD,LANGUAGE_CD,TYPE_COURSE_CD,EDUCATION_FREE,FEE_WAIVED,ANNUAL_AMT_WAIVED,REASON_WAIVED,SCHOLARSHIP,ANNUAL_AMT_RECVD,SCHOLARSHIP_TYPE,AGENCY,RECVD_TXT_BOOK_CD,RECVD_STAT_CD,FREE_MID_DAY_MEAL,PROVIDED_AGENCY,TRANSPORT_CD,CONCESSION_RECVD,DIST_RESIDENCE,EDU_INSTIT_CHANGE,PRIV_COACHING,PROPOSE_PRIV_COACHING,SRL_NO,ELE_NO,BLK,ROUND,ID_KEY
4708,5123,9763186,1.0,0.22200410543066365,0.7779958945693367,6,24.0,6.0,13.0,11.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,1.0,2500.0,2.0,1.0,6.0,6.0,2.0,,3.0,2.0,3.0,1.0,2.0,,6,1,5,71,976318
4710,5125,9763194,1.0,0.06348869056233779,0.9365113094376624,4,13.0,6.0,8.0,1.0,12.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,60.0,6.0,1.0,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,4,1,5,71,976319
4713,5128,9763203,1.0,0.1772429098706,0.8227570901293989,3,18.0,6.0,7.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,1.0,,,,1.0,900.0,1.0,1.0,6.0,6.0,2.0,,4.0,,2.0,1.0,2.0,,3,1,5,71,976320
4715,5130,9763213,1.0,0.06427172643575756,0.9357282735642407,3,17.0,6.0,11.0,3.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,1.0,1.0,3.0,3,1,5,71,976321
4717,5132,9763224,1.0,0.05067864568018263,0.949321354319817,4,19.0,5.0,13.0,6.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,5.0,1.0,1.0,1.0,4,1,5,71,976322
4720,5135,9763235,1.0,0.07729685248961798,0.9227031475103824,5,16.0,5.0,10.0,1.0,12.0,2.0,2.0,2.0,1.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,4.0,1.0,1.0,1.0,5,1,5,71,976323
4724,5141,9677957,1.0,0.24358455851103844,0.7564154414889603,7,11.0,6.0,7.0,1.0,12.0,2.0,2.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,2.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,7,1,5,71,967795
4729,5146,9679154,1.0,0.012692463760126343,0.9873075362398722,4,19.0,5.0,14.0,6.0,12.0,2.0,3.0,1.0,5.0,2.0,15.0,1.0,2.0,2.0,15000.0,3.0,2.0,,,,6.0,6.0,2.0,,1.0,,5.0,1.0,1.0,9.0,4,1,5,71,967915
4730,5147,9679153,1.0,0.011937542001398436,0.9880624579986014,3,21.0,5.0,15.0,4.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,1.0,9.0,3,1,5,71,967915
4734,5151,9679191,1.0,0.00011324595153993526,0.9998867540484635,1,27.0,6.0,16.0,11.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,1.0,1500.0,1.0,1.0,2.0,6.0,2.0,,4.0,,5.0,1.0,2.0,,1,1,5,71,967919
4737,5154,9679215,1.0,0.24158662575359902,0.7584133742464026,5,10.0,6.0,7.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,2.0,3.0,,,1.0,600.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,5,1,5,71,967921
4744,5161,9713395,1.0,0.19636377360040563,0.8036362263995943,5,8.0,5.0,7.0,1.0,8.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,,5,1,5,71,971339
4746,5163,9713423,1.0,0.03532121505470116,0.9646787849452994,3,19.0,6.0,13.0,6.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,3,1,5,71,971342
4752,5169,9713934,1.0,0.07015104225711999,0.9298489577428803,4,18.0,5.0,11.0,3.0,12.0,2.0,3.0,1.0,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,4,1,5,71,971393
4755,5172,9713943,1.0,0.012556693243550634,0.987443306756453,3,6.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,2.0,4.0,1.0,2.0,,3,1,5,71,971394
4756,5173,9713954,1.0,0.01651436805250714,0.9834856319474912,4,25.0,5.0,14.0,6.0,12.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,3.0,1.0,2.0,,4,1,5,71,971395
4757,5174,9713955,1.0,0.0014258600301486873,0.9985741399698502,5,23.0,5.0,14.0,6.0,12.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,3.0,1.0,2.0,,5,1,5,71,971395
4766,5183,9715064,1.0,0.013057722872544867,0.9869422771274563,4,21.0,6.0,15.0,13.0,12.0,2.0,3.0,1.0,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,1.0,2.0,,4,1,5,71,971506
4770,5187,9715398,1.0,0.04406489326490123,0.9559351067351011,8,11.0,5.0,7.0,1.0,12.0,1.0,2.0,,2.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,2.0,3.0,1.0,2.0,,8,1,5,71,971539
4773,5190,9715408,1.0,0.001995122753540703,0.9980048772464596,8,20.0,6.0,15.0,3.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,2.0,4.0,1.0,2.0,,8,1,5,71,971540
4774,5191,9673592,1.0,0.1885464093888923,0.811453590611108,2,23.0,6.0,15.0,8.0,6.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,,9.0,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,2.0,2.0,,2,1,5,71,967359
4775,5192,9673596,1.0,0.19540008472851494,0.8045999152714857,6,17.0,6.0,12.0,3.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,,9.0,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,2.0,1.0,9.0,6,1,5,71,967359
4782,5200,9673664,1.0,0.23654105897651845,0.7634589410234824,4,14.0,6.0,10.0,10.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,4,1,5,71,967366
4783,5201,9673663,1.0,0.2463727690645504,0.7536272309354485,3,17.0,6.0,13.0,14.0,12.0,2.0,1.0,,,2.0,15.0,1.0,1.0,,,,1.0,12000.0,2.0,1.0,6.0,6.0,2.0,,3.0,2.0,2.0,1.0,2.0,,3,1,5,71,967366
4785,5203,9673676,1.0,0.06958235299481674,0.9304176470051846,6,7.0,6.0,7.0,19.0,10.0,2.0,2.0,,1.0,15.0,15.0,1.0,1.0,1.0,1000.0,9.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,6,1,5,71,967367
4786,5204,9673673,1.0,0.09224703292484861,0.9077529670751526,3,13.0,6.0,7.0,19.0,10.0,2.0,2.0,,1.0,15.0,15.0,1.0,1.0,1.0,1400.0,9.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,3,1,5,71,967367
4790,5208,9673714,1.0,0.07240816200642061,0.9275918379935787,4,18.0,6.0,11.0,19.0,10.0,2.0,2.0,,1.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,2.0,3.0,1.0,2.0,,4,1,5,71,967371
4791,5209,9673726,1.0,0.007341826359734828,0.9926581736402639,6,14.0,6.0,8.0,19.0,10.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,6,1,5,71,967372
4792,5210,9673725,1.0,0.07946629332982322,0.9205337066701793,5,16.0,6.0,10.0,1.0,10.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,5,1,5,71,967372
4793,5211,9673727,1.0,0.007747268845556869,0.9922527311544449,7,10.0,6.0,7.0,19.0,10.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,7,1,5,71,967372
4794,5214,9673752,1.0,0.013421287457448422,0.986578712542548,2,27.0,6.0,15.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,2,1,5,71,967375
4795,5215,9763254,1.0,0.0498132299542716,0.9501867700457275,4,7.0,6.0,7.0,1.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,2.0,1.0,2.0,,4,1,5,71,976325
4796,5216,9763253,1.0,0.052487411208102755,0.9475125887918966,3,12.0,6.0,7.0,1.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,2.0,1.0,2.0,,3,1,5,71,976325
4798,5218,9763274,1.0,0.04821194271403155,0.9517880572859673,4,10.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,3.0,1.0,1.0,1.0,4,1,5,71,976327
4823,5243,9679784,1.0,0.16881718190981196,0.831182818090188,4,15.0,5.0,10.0,1.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,1.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,1.0,2.0,4,1,5,71,967978
4824,5244,9679783,1.0,0.016501841193980474,0.9834981588060185,3,17.0,5.0,11.0,14.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,1.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,2.0,,3,1,5,71,967978
4825,5248,9679803,1.0,0.014710067480057007,0.9852899325199421,3,6.0,5.0,7.0,1.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3,1,5,71,967980
4826,5249,9679816,1.0,0.05183366757079904,0.9481663324291993,6,14.0,6.0,8.0,1.0,10.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,1.0,1500.0,,,1.0,2.0,1.0,1.0,4.0,,4.0,1.0,2.0,,6,1,5,71,967981
4827,5250,9679815,1.0,0.05431354962482721,0.9456864503751723,5,16.0,6.0,10.0,1.0,10.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,1.0,1500.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,,4.0,1.0,2.0,,5,1,5,71,967981
4831,5254,9679834,1.0,0.16443144684694433,0.8355685531530572,4,14.0,6.0,8.0,1.0,10.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,1.0,1500.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,,4,1,5,71,967983
4832,5255,9679833,1.0,0.1699260862449433,0.8300739137550562,3,16.0,6.0,10.0,1.0,10.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,1.0,2000.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,,3,1,5,71,967983
4835,5259,9680483,1.0,0.2277602596728623,0.7722397403271385,3,15.0,6.0,11.0,1.0,12.0,2.0,2.0,,2.0,15.0,24.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,2.0,1.0,1.0,2.0,,3,1,5,71,968048
4843,5267,9691193,1.0,0.1065005943693342,0.8934994056306677,3,19.0,6.0,11.0,13.0,12.0,2.0,1.0,,,2.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,,2.0,,3,1,5,71,969119
4849,5273,9715407,1.0,0.0018350927053246819,0.9981649072946748,7,25.0,6.0,16.0,13.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,2.0,4.0,1.0,2.0,,7,1,5,71,971540
4853,5277,9715474,1.0,0.020758544610825738,0.9792414553891754,4,24.0,6.0,13.0,5.0,12.0,2.0,2.0,,6.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,2.0,5.0,1.0,1.0,9.0,4,1,5,71,971547
4854,5278,9715584,1.0,0.002400242905259544,0.9975997570947402,4,22.0,6.0,15.0,11.0,10.0,2.0,2.0,2.0,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,1.0,2.0,,4,1,5,71,971558
4855,5279,9715585,1.0,0.0025208861118504265,0.99747911388815,5,20.0,6.0,15.0,11.0,10.0,2.0,2.0,2.0,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,1.0,2.0,,5,1,5,71,971558
4856,5280,9715594,1.0,0.13570252480166864,0.8642974751983331,4,19.0,6.0,14.0,14.0,3.0,2.0,2.0,,2.0,15.0,15.0,2.0,2.0,2.0,2400.0,2.0,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,5.0,2.0,,4,1,5,71,971559
4857,5281,9715593,1.0,0.011349970513849008,0.9886500294861508,3,22.0,6.0,15.0,2.0,10.0,2.0,2.0,,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,2.0,,3,1,5,71,971559
4858,5282,9715603,1.0,0.2136798239654447,0.7863201760345568,3,6.0,6.0,7.0,1.0,10.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,3,1,5,71,971560
4876,5301,96737511,1.0,0.14229994243677194,0.8577000575632272,11,8.0,6.0,7.0,1.0,12.0,2.0,3.0,2.0,1.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,2.0,1.0,2.0,,11,1,5,71,967375
4886,5311,9673864,1.0,0.19531033292323408,0.8046896670767654,4,18.0,6.0,14.0,4.0,12.0,2.0,1.0,,,15.0,15.0,1.0,2.0,2.0,1200.0,9.0,1.0,1000.0,9.0,1.0,6.0,6.0,2.0,,1.0,,1.0,4.0,2.0,,4,1,5,71,967386
4887,5312,9673866,1.0,0.020028447349385838,0.979971552650615,6,16.0,6.0,10.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,2.0,2.0,450.0,9.0,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,4.0,2.0,,6,1,5,71,967386
4888,5313,9673863,1.0,0.19385375520687148,0.8061462447931285,3,20.0,6.0,14.0,5.0,6.0,2.0,2.0,,1.0,2.0,15.0,1.0,2.0,3.0,,,1.0,2000.0,9.0,1.0,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,2.0,,3,1,5,71,967386
4889,5314,9673865,1.0,0.019986536650735038,0.9800134633492645,5,17.0,6.0,11.0,3.0,12.0,2.0,1.0,,,2.0,15.0,1.0,2.0,2.0,450.0,9.0,1.0,1000.0,9.0,1.0,6.0,6.0,2.0,,1.0,,1.0,4.0,2.0,,5,1,5,71,967386
4890,5315,9674214,1.0,0.02369506486555935,0.9763049351344403,4,19.0,6.0,13.0,1.0,12.0,2.0,2.0,1.0,5.0,2.0,15.0,1.0,2.0,,,,,,,,3.0,3.0,2.0,,9.0,2.0,5.0,1.0,2.0,,4,1,5,71,967421
4905,5330,9742034,1.0,0.03650540896828377,0.963494591031716,4,17.0,5.0,14.0,4.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,4,1,5,71,974203
4911,5336,9676373,1.0,0.03176829712015737,0.9682317028798431,3,20.0,6.0,13.0,6.0,6.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,2.0,4500.0,3.0,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,1.0,2.0,3,1,5,71,967637
4913,5338,9676395,1.0,0.013566301325812527,0.9864336986741866,5,11.0,6.0,7.0,1.0,12.0,2.0,2.0,1.0,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,2.0,6.0,1.0,1.0,9.0,,2.0,1.0,1.0,1.0,5,1,5,71,967639
4914,5339,9676414,1.0,0.03921656485587912,0.9607834351441222,4,12.0,6.0,8.0,1.0,12.0,2.0,2.0,1.0,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,2.0,1.0,2.0,,4,1,5,71,967641
4920,5345,9676644,1.0,0.014473547794439632,0.9855264522055617,4,22.0,7.0,15.0,6.0,12.0,2.0,1.0,,,15.0,2.0,1.0,1.0,1.0,,1.0,2.0,,,,6.0,6.0,2.0,,3.0,1.0,3.0,1.0,1.0,1.0,4,1,5,71,967664
4921,5346,9676643,1.0,0.14724228202072837,0.8527577179792707,3,24.0,7.0,15.0,4.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,3,1,5,71,967664
4922,5347,9676654,1.0,0.2359883391107698,0.7640116608892301,4,18.0,7.0,11.0,4.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,1.0,4,1,5,71,967665
4923,5348,9676653,1.0,0.025222572553309924,0.974777427446691,3,17.0,7.0,11.0,4.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,4.0,1.0,1.0,3,1,5,71,967665
4929,5354,9676905,1.0,0.05881507042956173,0.9411849295704368,5,21.0,6.0,15.0,2.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,2.0,,5,1,5,71,967690
4930,5355,9676916,1.0,0.0625687116695774,0.9374312883304199,6,19.0,6.0,11.0,4.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,2.0,5.0,1.0,2.0,,6,1,5,71,967691
4931,5356,9676915,1.0,0.005098442426351106,0.99490155757365,5,12.0,6.0,8.0,1.0,12.0,2.0,4.0,,,20.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,,5,1,5,71,967691
4932,5357,9676917,1.0,0.061812036450935554,0.9381879635490628,7,17.0,6.0,11.0,4.0,12.0,2.0,2.0,,1.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,2.0,5.0,1.0,2.0,,7,1,5,71,967691
4934,5359,9691243,1.0,0.10909017241547139,0.8909098275845294,3,10.0,6.0,7.0,1.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,3.0,1.0,1.0,1.0,3,1,5,71,969124
4935,5360,9691273,1.0,0.1663416766947824,0.8336583233052166,3,25.0,6.0,13.0,14.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,3,1,5,71,969127
4938,5363,9691516,1.0,0.18754989230931243,0.8124501076906882,6,14.0,6.0,8.0,1.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,1.0,20000.0,9.0,2.0,,,,6.0,6.0,2.0,,2.0,,4.0,1.0,2.0,,6,1,5,71,969151
4940,5365,9691524,1.0,0.009275064567783493,0.9907249354322168,4,20.0,6.0,13.0,6.0,12.0,2.0,2.0,,1.0,2.0,15.0,1.0,2.0,2.0,50000.0,3.0,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,1.0,2.0,,4,1,5,71,969152
4941,5366,9691533,1.0,0.10124172423877739,0.8987582757612214,3,9.0,6.0,7.0,1.0,12.0,2.0,2.0,1.0,2.0,2.0,29.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,2.0,1.0,1.0,2.0,,3,1,5,71,969153
4945,5370,9691553,1.0,0.059149409608238945,0.9408505903917608,3,17.0,6.0,11.0,3.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,15000.0,,2.0,,,,6.0,6.0,2.0,,2.0,,3.0,1.0,1.0,3.0,3,1,5,71,969155
4946,5371,9691565,1.0,0.24743885321023487,0.7525611467897643,5,7.0,6.0,7.0,1.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,1.0,1.0,2.0,,5,1,5,71,969156
4947,5372,9691713,1.0,0.001228248292314928,0.9987717517076864,3,21.0,6.0,12.0,14.0,12.0,2.0,1.0,,,15.0,15.0,1.0,2.0,1.0,6000.0,3.0,2.0,,,,6.0,6.0,2.0,,4.0,,4.0,1.0,2.0,,3,1,5,71,969171
4948,5373,9691726,1.0,0.0017383837172076852,0.9982616162827932,6,19.0,6.0,12.0,14.0,12.0,2.0,1.0,,,15.0,15.0,1.0,2.0,1.0,6000.0,3.0,2.0,,,,6.0,6.0,2.0,,4.0,,4.0,1.0,2.0,,6,1,5,71,969172
4949,5374,9691735,1.0,0.14316553980483582,0.8568344601951641,5,8.0,6.0,7.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,0.0,,2.0,0.0,,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,5,1,5,71,969173
4966,5391,9716052,1.0,0.00036107495762431905,0.9996389250423748,2,14.0,6.0,8.0,1.0,12.0,2.0,1.0,,,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,5.0,1.0,2.0,,2,1,5,71,971605
4967,5392,9716064,1.0,0.10104824784614436,0.8989517521538541,4,14.0,6.0,8.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,2.0,2.0,500.0,2.0,2.0,,,,2.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,,4,1,5,71,971606
4971,5396,9716083,1.0,0.07320224800329707,0.9267977519967042,3,15.0,6.0,10.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,3.0,3,1,5,71,971608
4981,5408,9716988,1.0,0.10816362033890464,0.8918363796610957,8,10.0,5.0,7.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,2.0,,1.0,1.0,2.0,,8,1,5,71,971698
4985,5412,9716996,1.0,0.21160275100460157,0.788397248995398,6,18.0,5.0,13.0,11.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,6,1,5,71,971699
4986,5413,9742033,1.0,0.03532121505470116,0.9646787849452994,3,19.0,5.0,14.0,5.0,6.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,4.0,1.0,2.0,,3,1,5,71,974203
4987,5414,9742044,1.0,0.033289776759520724,0.9667102232404801,4,10.0,5.0,7.0,1.0,12.0,2.0,2.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,4,1,5,71,974204
4988,5415,9742043,1.0,0.028403031394646564,0.971596968605354,3,22.0,5.0,14.0,6.0,6.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,3,1,5,71,974204
5003,5430,9657043,1.0,0.04831868034356329,0.9516813196564365,3,16.0,5.0,10.0,1.0,12.0,2.0,2.0,1.0,3.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,3.0,1.0,1.0,1.0,3,1,5,71,965704
5005,5433,9657073,1.0,0.1019512364094884,0.898048763590512,3,15.0,5.0,8.0,1.0,12.0,2.0,2.0,1.0,3.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,3,1,5,71,965707
5006,5434,9657183,1.0,0.0308719349523566,0.9691280650476449,3,10.0,5.0,7.0,1.0,12.0,1.0,3.0,1.0,2.0,2.0,7.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,3.0,3,1,5,71,965718
5007,5436,9657205,1.0,0.11759967387889267,0.8824003261211085,5,5.0,5.0,7.0,1.0,12.0,1.0,3.0,1.0,2.0,2.0,7.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,3.0,5,1,5,71,965720
5008,5437,9657214,1.0,0.019145322785217914,0.9808546772147804,4,9.0,5.0,7.0,1.0,12.0,1.0,3.0,1.0,2.0,2.0,7.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,3.0,4,1,5,71,965721
5009,5438,9676933,1.0,0.10338999173474642,0.8966100082652532,3,7.0,6.0,7.0,1.0,12.0,2.0,3.0,1.0,3.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,,3,1,5,71,967693
5012,5442,9676973,1.0,0.0449736387741222,0.9550263612258785,3,13.0,6.0,10.0,1.0,12.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,3,1,5,71,967697
5017,5447,9677003,1.0,0.10260070285382587,0.897399297146174,3,10.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,1.0,3.0,,,2.0,,,6.0,6.0,6.0,2.0,,1.0,2.0,1.0,1.0,2.0,,3,1,5,71,967700
5020,5456,9677076,1.0,0.01569603208804421,0.9843039679119551,6,24.0,5.0,14.0,6.0,10.0,2.0,3.0,1.0,1.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,2.0,9.0,,5.0,1.0,2.0,,6,1,5,71,967707
